标题,iF,分区
Particle and Fibre Toxicology,7.546,Q1
Advances in Catalysis,7.545,Q1
BIORESOURCE TECHNOLOGY,7.539,Q1 Q1Q1Q1
Solar RRL,7.527,Q1 Q1Q1
ACADEMY OF MANAGEMENT JOURNAL,7.525,Q1 Q1Q1
DIABETOLOGIA,7.518,Q1
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,7.515,Q1 Q1Q1Q1
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,7.515,Q1 Q1Q1
IEEE Transactions on Affective Computing,7.512,Q1 Q1Q1
NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY,7.5,Q1 Q1Q1Q1
EMBO REPORTS,7.497,Q1 Q1Q1
Nanophotonics,7.491,Q1 Q1Q1Q1Q1
JOURNAL OF COLLOID AND INTERFACE SCIENCE,7.489,Q1
Seminars in Immunopathology,7.48,Q1 Q1Q1
IEEE CONTROL SYSTEMS MAGAZINE,7.471,Q1
Journal of Stroke,7.47,Q1 Q1Q1
Topics in Current Chemistry,7.455,Q1
IEEE Transactions on Sustainable Energy,7.44,Q1 Q1Q1Q1
TOURISM MANAGEMENT,7.432,Q1 Q1Q1Q1
CRITICAL CARE MEDICINE,7.414,Q1
Advanced Healthcare Materials,7.367,Q1 Q1Q1Q1
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,7.365,Q1 Q1Q1Q1
CANCER LETTERS,7.36,Q1
CRITICAL REVIEWS IN MICROBIOLOGY,7.349,Q1
ENDOSCOPY,7.341,Q1 Q1Q1
AMERICAN JOURNAL OF TRANSPLANTATION,7.338,Q1 Q1Q1
ACS Sensors,7.333,Q1 Q1Q1Q1
Cardiovascular Diabetology,7.332,Q1 Q1Q1
Journal of Occupational Health Psychology,7.329,Q1 Q1Q1
DRUG DISCOVERY TODAY,7.321,Q1
ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,7.319,Q1 Q1Q1Q1Q1
Virtual and Physical Prototyping,7.31,Q1 Q1Q1
Obesity Reviews,7.31,Q1
Polymer Reviews,7.304,Q1
CLINICAL CHEMISTRY,7.292,Q1
CURRENT OPINION IN IMMUNOLOGY,7.29,Q1
npj Quantum Information,7.286,Q1 Q1Q1Q1Q1
EUROPEAN JOURNAL OF CANCER,7.275,Q1
Advances in Nutrition,7.265,Q1
METABOLIC ENGINEERING,7.263,Q1
JOURNAL OF CLEANER PRODUCTION,7.246,Q1 Q1Q1Q1
FORBES,7.245,Q1
Annual Review of Genomics and Human Genetics,7.243,Q1
Acta Biomaterialia,7.242,Q1 Q1Q1
AGING CELL,7.238,Q1 Q1Q1
Journal of Energy Chemistry,7.216,Q1 Q1Q1Q1Q1
PHYSIOLOGY,7.212,Q1
Neurobiology of Stress,7.197,Q1
PATTERN RECOGNITION,7.196,Q1 Q1Q1
STROKE,7.19,Q1 Q1Q1
PROGRESS IN QUANTUM ELECTRONICS,7.19,Q1 Q1Q1Q1Q1
JOURNAL OF MEMBRANE SCIENCE,7.183,Q1 Q1Q1
CARBOHYDRATE POLYMERS,7.182,Q1 Q1Q1Q1
JOURNAL OF INVESTIGATIVE DERMATOLOGY,7.143,Q1
2D Materials,7.14,Q1
Advances in Parasitology,7.137,Q1
HARVARD LAW REVIEW,7.136,Q1
PROGRESS IN SURFACE SCIENCE,7.136,Q1 Q1Q1
EUROPEAN JOURNAL OF EPIDEMIOLOGY,7.135,Q1
CLINICAL MICROBIOLOGY AND INFECTION,7.117,Q1 Q1Q1
HAEMATOLOGICA,7.116,Q1
Journal of Magnesium and Alloys,7.115,Q1
AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,7.101,Q1
SENSORS AND ACTUATORS B-CHEMICAL,7.1,Q1 Q1Q1Q1
DESALINATION,7.098,Q1 Q1Q1
Acta Pharmaceutica Sinica B,7.097,Q1
COMPOSITES SCIENCE AND TECHNOLOGY,7.094,Q1
JOURNAL OF TRAVEL MEDICINE,7.089,Q1 Q1Q1Q1
Gastric Cancer,7.088,Q1 Q1Q1
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,7.081,Q1
eLife,7.08,Q1
PLOS BIOLOGY,7.076,Q1 Q1Q1
Cellular and Molecular Gastroenterology and Hepatology,7.076,Q1
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,7.068,Q1
ANESTHESIOLOGY,7.067,Q1
npj Biofilms and Microbiomes,7.067,Q1 Q1Q1
Journal of Materials Chemistry C,7.059,Q1 Q1Q1
Trends in Environmental Analytical Chemistry,7.059,Q1 Q1Q1
FOOD HYDROCOLLOIDS,7.053,Q1 Q1Q1
GENOMICS PROTEOMICS & BIOINFORMATICS,7.051,Q1
ANTIOXIDANTS & REDOX SIGNALING,7.04,Q1 Q1Q1
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,7.035,Q1 Q1Q1Q1Q1
Molecular Therapy-Nucleic Acids,7.032,Q1
Journal of Travel Research,7.027,Q1
Annual Review of Analytical Chemistry,7.023,Q1 Q1Q1
npj Regenerative Medicine,7.021,Q1 Q1Q1
REGIONAL ANESTHESIA AND PAIN MEDICINE,7.015,Q1
Additive Manufacturing,7.002,Q1 Q1Q1
BRITISH JOURNAL OF DERMATOLOGY,7,Q1
WHO Technical Report Series,7,Q1
Journal of Advanced Research,6.992,Q1
COMMUNICATIONS OF THE ACM,6.988,Q1 Q1Q1Q1
SOLAR ENERGY MATERIALS AND SOLAR CELLS,6.984,Q1 Q1Q1Q1
AMERICAN JOURNAL OF HEMATOLOGY,6.973,Q1
Essays in Biochemistry,6.966,Q1
Educational Research Review,6.962,Q1
BULLETIN OF THE WORLD HEALTH ORGANIZATION,6.96,Q1
MAYO CLINIC PROCEEDINGS,6.942,Q1
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,6.936,Q1 Q1Q1Q1Q1
TRENDS IN PARASITOLOGY,6.918,Q1
Swarm and Evolutionary Computation,6.912,Q1 Q1Q1
CURRENT OPINION IN STRUCTURAL BIOLOGY,6.908,Q1 Q1Q1
PLANT PHYSIOLOGY,6.902,Q1
Nanoscale,6.895,Q1 Q1Q1Q1Q1
GASTROINTESTINAL ENDOSCOPY,6.89,Q1
BRITISH JOURNAL OF ANAESTHESIA,6.88,Q1
RIVISTA DEL NUOVO CIMENTO,6.875,Q1
JOURNAL OF INTERNAL MEDICINE,6.871,Q1
IEEE Transactions on Dependable and Secure Computing,6.864,Q1 Q1Q1Q1
ACS Photonics,6.864,Q1 Q1Q2Q1Q1Q1
Therapeutic Advances in Medical Oncology,6.852,Q1
Wiley Interdisciplinary Reviews-RNA,6.846,Q1
PSYCHOLOGICAL REVIEW,6.844,Q1 Q1Q1
Journal of Supply Chain Management,6.842,Q1
JOURNAL OF FINANCE,6.813,Q1 Q1Q1
Advances in Physics-X,6.805,Q1
ENVIRONMENTAL POLLUTION,6.793,Q1
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,6.79,Q1
Materials Chemistry Frontiers,6.788,Q1 Q1Q1
FISH AND FISHERIES,6.785,Q1
ANALYTICAL CHEMISTRY,6.785,Q1
mBio,6.784,Q1
BMC Medicine,6.782,Q1
JOURNAL OF CLINICAL IMMUNOLOGY,6.78,Q1
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,6.779,Q1 Q1Q1
LAB ON A CHIP,6.774,Q1 Q1Q1Q1Q1Q2
PROGRESS IN HUMAN GEOGRAPHY,6.766,Q1
Conservation Letters,6.766,Q1
AMERICAN JOURNAL OF CLINICAL NUTRITION,6.766,Q1
BMC BIOLOGY,6.765,Q1
PROGRESS IN CARDIOVASCULAR DISEASES,6.763,Q1
NEUROPSYCHOPHARMACOLOGY,6.751,Q1 Q1Q1Q1
npj Parkinsons Disease,6.75,Q1
Applied Mechanics Reviews,6.733,Q1
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,6.73,Q1 Q1Q1Q1
TOBACCO CONTROL,6.726,Q1 Q1Q1Q1Q1
Mucosal Immunology,6.726,Q1
International Journal of Behavioral Nutrition and Physical Activity,6.714,Q1 Q1Q1
Journal of Physical Chemistry Letters,6.71,Q1 Q1Q1Q2Q1
TRANSPORT REVIEWS,6.704,Q1
International Journal of Hospitality Management,6.701,Q1
European Heart Journal-Cardiovascular Pharmacotherapy,6.696,Q1 Q1Q1
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,6.691,Q1 Q1Q1
IEEE TRANSACTIONS ON MEDICAL IMAGING,6.685,Q1 Q1Q1Q1Q1Q1
JOURNAL OF AUTOIMMUNITY,6.658,Q1
LEADERSHIP QUARTERLY,6.642,Q1 Q1Q1
BRAIN BEHAVIOR AND IMMUNITY,6.633,Q1 Q1Q1Q1
mSystems,6.633,Q1
Clinical Journal of the American Society of Nephrology,6.628,Q1
ARTIFICIAL INTELLIGENCE,6.628,Q1
CLINICAL NUCLEAR MEDICINE,6.622,Q1
AMERICAN JOURNAL OF KIDNEY DISEASES,6.618,Q1
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,6.615,Q1
Comprehensive Physiology,6.604,Q1
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,6.604,Q1 Q1Q1
Materials Research Letters,6.6,Q1
Advanced Electronic Materials,6.593,Q1 Q1Q2Q1
YALE LAW JOURNAL,6.586,Q1
JOURNAL OF ECONOMIC LITERATURE,6.585,Q1
Molecular Oncology,6.574,Q1
Internet and Higher Education,6.566,Q1
CLINICAL PHARMACOLOGY & THERAPEUTICS,6.565,Q1
Brain Stimulation,6.565,Q1 Q1Q1
npj Quantum Materials,6.562,Q1 Q1Q1Q1Q1
SCIENCE OF THE TOTAL ENVIRONMENT,6.551,Q1
Advances in Experimental Social Psychology,6.55,Q1 Q1Q1
PERSONNEL PSYCHOLOGY,6.548,Q1 Q1Q1
JOURNAL OF INDUSTRIAL ECOLOGY,6.539,Q1 Q1Q1Q1
AMERICAN PSYCHOLOGIST,6.536,Q1
JOURNAL OF NANOBIOTECHNOLOGY,6.518,Q1 Q1Q2
Methods in Ecology and Evolution,6.514,Q1
ULTRASONICS SONOCHEMISTRY,6.513,Q1 Q1Q1
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,6.502,Q1
NEUROSCIENTIST,6.5,Q1 Q1Q1
NUTRITION REVIEWS,6.5,Q1
CELLULAR AND MOLECULAR LIFE SCIENCES,6.496,Q1 Q1Q1
Engineering,6.495,Q1
INTERNATIONAL JOURNAL OF PLASTICITY,6.49,Q1 Q1Q1Q1
Review of Environmental Economics and Policy,6.487,Q1 Q1Q1
JOURNAL OF ABNORMAL PSYCHOLOGY,6.484,Q1 Q1Q1
CORROSION SCIENCE,6.479,Q1 Q1Q1
MECHANICAL SYSTEMS AND SIGNAL PROCESSING,6.471,Q1
Science Signaling,6.467,Q1 Q1Q1
AMERICAN JOURNAL OF PUBLIC HEALTH,6.464,Q1 Q1Q1
Clinical & Translational Immunology,6.464,Q1
ECOGRAPHY,6.455,Q1 Q1Q1
Eurosurveillance,6.454,Q1
Molecular Metabolism,6.448,Q1
GLOBAL ECOLOGY AND BIOGEOGRAPHY,6.446,Q1 Q1Q1
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,6.444,Q1 Q1Q1
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,6.437,Q1 Q1Q1
Stem Cells Translational Medicine,6.429,Q1
CRITICAL CARE,6.407,Q1
Annual Review of Sociology,6.4,Q1
CANCER AND METASTASIS REVIEWS,6.4,Q1
Green Energy & Environment,6.395,Q1 Q1Q1Q1Q1
JOURNAL OF SERVICE RESEARCH,6.382,Q1
IEEE TRANSACTIONS ON POWER ELECTRONICS,6.373,Q1
AMERICAN SOCIOLOGICAL REVIEW,6.372,Q1
PLANT CELL AND ENVIRONMENT,6.362,Q1
CLINICAL NUTRITION,6.36,Q1
Science China-Chemistry,6.356,Q1
PROGRESS IN SOLID STATE CHEMISTRY,6.353,Q1
Annual Review of Criminology,6.348,Q1
ADDICTION,6.343,Q1 Q1Q1Q1Q1
Ecosystem Services,6.33,Q1 Q1Q1Q1
Trauma Violence & Abuse,6.325,Q1 Q1Q1Q1
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,6.319,Q1 Q1Q1Q1
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,6.315,Q1
FERTILITY AND STERILITY,6.312,Q1 Q1Q1
FOOD CHEMISTRY,6.306,Q1 Q1Q1Q1
Cell Death & Disease,6.304,Q1
JOURNAL OF ADVERTISING,6.302,Q1 Q1Q1
MATERIALS & DESIGN,6.289,Q1
Molecular Ecology Resources,6.286,Q1 Q1Q1Q1
CELL BIOLOGY AND TOXICOLOGY,6.284,Q1 Q1Q1
RENEWABLE ENERGY,6.274,Q1 Q1Q1
Acta Neuropathologica Communications,6.27,Q1
CURRENT OPINION IN NEUROBIOLOGY,6.263,Q1
EMERGING INFECTIOUS DISEASES,6.259,Q1 Q1Q1
CEMENT & CONCRETE COMPOSITES,6.257,Q1 Q1Q1
Cell Discovery,6.255,Q1
CRITICAL REVIEWS IN PLANT SCIENCES,6.235,Q1
MICROCHIMICA ACTA,6.232,Q1
European Respiratory Review,6.22,Q1
PLoS Pathogens,6.218,Q1 Q1Q1Q1
ELECTROCHIMICA ACTA,6.215,Q1
JOURNAL OF CONSUMER RESEARCH,6.207,Q1
JOURNAL OF MEDICINAL CHEMISTRY,6.205,Q1
JCI Insight,6.205,Q1
GENOMICS,6.205,Q1 Q1Q1
Strategic Entrepreneurship Journal,6.2,Q1 Q1Q1
JAMA Ophthalmology,6.198,Q1
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,6.192,Q1
DRUGS,6.189,Q1 Q1Q1
Biomaterials Science,6.183,Q1
APPLIED SURFACE SCIENCE,6.182,Q1 Q1Q1Q1Q1
GONDWANA RESEARCH,6.174,Q1
FREE RADICAL BIOLOGY AND MEDICINE,6.17,Q1 Q1Q1
Advances in Ecological Research,6.167,Q1
CHEMICAL RECORD,6.163,Q1
Soft Robotics,6.16,Q1
METABOLISM-CLINICAL AND EXPERIMENTAL,6.159,Q1
JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY,6.155,Q1 Q1Q1
CHINESE JOURNAL OF CATALYSIS,6.146,Q1 Q1Q1Q1
PLANT JOURNAL,6.141,Q1
Earths Future,6.141,Q1 Q1Q1Q1
JOURNAL OF GASTROENTEROLOGY,6.132,Q1
Cancers,6.126,Q1
Future Generation Computer Systems-The International Journal of eScience,6.125,Q1
SPACE SCIENCE REVIEWS,6.125,Q1
IEEE Transactions on Robotics,6.123,Q1
Oncogenesis,6.119,Q1
Alzheimers Research & Therapy,6.116,Q1 Q1Q1
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,6.112,Q1 Q1Q1
MEDICAL JOURNAL OF AUSTRALIA,6.112,Q1
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,6.105,Q1 Q1Q1Q1
Photonics Research,6.099,Q1
Wiley Interdisciplinary Reviews-Climate Change,6.099,Q1 Q1Q1
Science China-Materials,6.098,Q1
Environmental Research Letters,6.096,Q1 Q1Q1
Current Climate Change Reports,6.095,Q1
BIOMACROMOLECULES,6.092,Q1 Q1Q1Q1
Annual Review of Animal Biosciences,6.091,Q1 Q1Q1Q1Q1
ORGANIC LETTERS,6.091,Q1
Bioengineering & Translational Medicine,6.091,Q1
Tissue Engineering Part B-Reviews,6.089,Q1 Q1Q1Q1Q1
BMJ Quality & Safety,6.084,Q1 Q1Q1
ENERGY,6.082,Q1 Q1Q1
TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,6.077,Q1
IEEE TRANSACTIONS ON POWER SYSTEMS,6.074,Q1
IEEE TRANSACTIONS ON MULTIMEDIA,6.051,Q1 Q1Q1Q1
IEEE Transactions on Emerging Topics in Computing,6.043,Q1 Q1Q1
ACS Macro Letters,6.042,Q1
EPILEPSIA,6.04,Q1
JOURNAL OF CLINICAL ANESTHESIA,6.039,Q1
Neurotherapeutics,6.035,Q1 Q1Q1Q1
Global Food Security-Agriculture Policy Economics and Environment,6.034,Q1
Circulation-Heart Failure,6.033,Q1
Stem Cell Reports,6.032,Q1 Q1Q1
Journal of Innovation & Knowledge,6.027,Q1 Q1Q1
STEM CELLS,6.022,Q1 Q1Q1Q1Q1Q1
JOURNAL OF PATHOLOGY,6.021,Q1 Q1Q1
Computational and Structural Biotechnology Journal,6.018,Q1
IEEE Transactions on Information Forensics and Security,6.013,Q1 Q1Q1
Cold Spring Harbor Perspectives in Medicine,6,Q1
PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,6,Q1 Q1Q1
npj Breast Cancer,6,Q1
CHEMICAL COMMUNICATIONS,5.996,Q1
GigaScience,5.993,Q1
Journal of CO2 Utilization,5.993,Q1 Q1Q1
MODERN PATHOLOGY,5.988,Q1
GLIA,5.984,Q1
CYTOKINE & GROWTH FACTOR REVIEWS,5.982,Q1 Q1Q1
ANALYTICA CHIMICA ACTA,5.977,Q1
Advanced Materials Technologies,5.969,Q1
GIScience & Remote Sensing,5.965,Q1 Q1Q1
Inorganic Chemistry Frontiers,5.958,Q1
NUCLEAR DATA SHEETS,5.944,Q1
JOURNAL OF UROLOGY,5.925,Q1
Environmental Chemistry Letters,5.922,Q1 Q1Q1Q1
KNOWLEDGE-BASED SYSTEMS,5.921,Q1
MACROMOLECULES,5.918,Q1
POLITICAL COMMUNICATION,5.912,Q1 Q1Q1
INFORMATION SCIENCES,5.91,Q1
ANNALS OF TOURISM RESEARCH,5.908,Q1 Q1Q1
JOURNAL OF EXPERIMENTAL BOTANY,5.908,Q1
NEUROIMAGE,5.902,Q1 Q1Q1Q1
DIABETES OBESITY & METABOLISM,5.9,Q1
JOURNAL OF CLINICAL MICROBIOLOGY,5.897,Q1
Annual Review of Vision Science,5.897,Q1 Q1Q1
PHARMACOLOGICAL RESEARCH,5.893,Q1
Nonlinear Analysis-Hybrid Systems,5.881,Q1 Q1Q1
Materials Science & Engineering C-Materials for Biological Applications,5.88,Q1
Epidemiology and Psychiatric Sciences,5.876,Q1 Q1Q1
JOURNAL OF HIGH ENERGY PHYSICS,5.875,Q1
JOURNAL OF RETAILING,5.873,Q1
Photoacoustics,5.87,Q1 Q1Q1Q1
Molecular Autism,5.869,Q1 Q1Q1
OncoImmunology,5.869,Q1 Q1Q1
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,5.866,Q1
European Journal of Preventive Cardiology,5.864,Q1
INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,5.859,Q1 Q1Q1
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,5.855,Q1 Q1Q1Q1Q1
JOURNAL OF BONE AND MINERAL RESEARCH,5.854,Q1
ADVANCED SYNTHESIS & CATALYSIS,5.851,Q1 Q1Q1
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,5.846,Q1 Q1Q1
JOURNAL OF APPLIED ECOLOGY,5.84,Q1 Q1Q1
ASTRONOMICAL JOURNAL,5.84,Q1
Business & Information Systems Engineering,5.837,Q1
CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,5.833,Q1 Q1Q1
CATALYSIS TODAY,5.825,Q1 Q1Q1Q1
IEEE Transactions on Services Computing,5.823,Q1 Q1Q1
BLOOD REVIEWS,5.823,Q1
JOURNAL OF APPLIED PSYCHOLOGY,5.818,Q1 Q1Q1
PSYCHOLOGICAL MEDICINE,5.811,Q1 Q1Q1Q1Q1
AMERICAN JOURNAL OF SPORTS MEDICINE,5.81,Q1 Q1Q1
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,5.803,Q1 Q1Q1Q1
Engineering Applications of Computational Fluid Mechanics,5.8,Q1 Q1Q1Q1
Advances in Carbohydrate Chemistry and Biochemistry,5.8,Q1 Q1Q1
ANNALS OF EMERGENCY MEDICINE,5.799,Q1
Journal of Materiomics,5.797,Q1 Q2Q1Q1
SOIL BIOLOGY & BIOCHEMISTRY,5.795,Q1
Journal of Neuroinflammation,5.793,Q1 Q1Q1
BRITISH JOURNAL OF CANCER,5.791,Q1
ALTEX-Alternatives to Animal Experimentation,5.787,Q1
Translational Stroke Research,5.78,Q1 Q1Q1
CHEMOSPHERE,5.778,Q1
Emerging Microbes & Infections,5.776,Q1 Q1Q1
SEPARATION AND PURIFICATION TECHNOLOGY,5.774,Q1
CANCER,5.772,Q1
Reviews of Environmental Contamination and Toxicology,5.767,Q1 Q1Q1
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,5.763,Q1 Q1Q1Q1
JOURNAL OF ECOLOGY,5.762,Q1 Q1Q1
JOURNAL OF BIOMEDICAL SCIENCE,5.762,Q1 Q1Q1
Chinese Journal of Cancer,5.76,Q1
CELL PROLIFERATION,5.753,Q1
THEORETICAL LINGUISTICS,5.75,Q1
ARTIFICIAL INTELLIGENCE REVIEW,5.747,Q1
ASTROPHYSICAL JOURNAL,5.746,Q1
HUMAN GENETICS,5.743,Q1
ANAESTHESIA,5.739,Q1
EBioMedicine,5.736,Q1
HUMAN REPRODUCTION,5.733,Q1 Q1Q1
JOURNAL OF FINANCIAL ECONOMICS,5.731,Q1 Q1Q1
HEART RHYTHM,5.731,Q1
TECHNOVATION,5.729,Q1 Q1Q1Q1
Catalysis Science & Technology,5.721,Q2
ENVIRONMENTAL RESEARCH,5.715,Q1 Q1Q1
JOURNAL OF CLIMATE,5.707,Q1
ORGANIZATIONAL RESEARCH METHODS,5.705,Q1 Q1Q1
npj Vaccines,5.699,Q1 Q1Q1
INTERNATIONAL JOURNAL OF COMPUTER VISION,5.698,Q1
NEOPLASIA,5.696,Q1
HARVARD BUSINESS REVIEW,5.694,Q1 Q1Q1
INTERNATIONAL JOURNAL OF COAL GEOLOGY,5.692,Q1 Q1Q1
Circulation-Cardiovascular Imaging,5.691,Q1 Q1Q1
JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,5.681,Q1 Q1Q1Q1
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,5.68,Q1
BRITISH JOURNAL OF SURGERY,5.676,Q1
JOURNAL OF NEUROSCIENCE,5.674,Q1
IEEE-ASME TRANSACTIONS ON MECHATRONICS,5.673,Q1 Q1Q1Q1Q1
AUTOMATION IN CONSTRUCTION,5.669,Q1 Q1Q1
International Journal of Contemporary Hospitality Management,5.667,Q1 Q1Q1
Current Opinion in Environmental Sustainability,5.658,Q1 Q1Q1
JOURNAL OF ENVIRONMENTAL MANAGEMENT,5.647,Q1
IEEE TRANSACTIONS ON COMMUNICATIONS,5.646,Q1 Q1Q1
ASTRONOMY & ASTROPHYSICS,5.636,Q1
npj Genomic Medicine,5.631,Q1
Cancer Communications,5.627,Q1
PROCEEDINGS OF THE COMBUSTION INSTITUTE,5.627,Q1 Q1Q1Q1Q1
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,5.625,Q1 Q1Q1
JOURNAL OF SANDWICH STRUCTURES & MATERIALS,5.616,Q1 Q1Q1Q1
MOLECULAR CANCER THERAPEUTICS,5.615,Q1
DEVELOPMENT,5.611,Q1
EXPERT OPINION ON THERAPEUTIC PATENTS,5.611,Q1 Q1Q1
BIOINFORMATICS,5.61,Q1 Q1Q1Q1
RHEUMATOLOGY,5.606,Q1
International Journal of Neural Systems,5.604,Q1
Materials Today Energy,5.604,Q1 Q2Q1Q1
Current Opinion in Electrochemistry,5.579,Q1 Q2Q1Q1
FUEL,5.578,Q1 Q1Q1
PROCEEDINGS OF THE NUTRITION SOCIETY,5.577,Q1
EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,5.573,Q1
ULTRASOUND IN OBSTETRICS & GYNECOLOGY,5.571,Q1 Q1Q1Q1
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,5.57,Q1 Q1Q1Q1
BRAIN PATHOLOGY,5.568,Q1 Q1Q1Q1
AMERICAN ECONOMIC REVIEW,5.558,Q1
JOURNAL OF MOLECULAR DIAGNOSTICS,5.553,Q1
Journal of the International AIDS Society,5.553,Q1 Q1Q1
Translational Neurodegeneration,5.551,Q1
Virus Evolution,5.549,Q1
JOURNAL OF CELLULAR PHYSIOLOGY,5.546,Q1 Q2Q1
QUARTERLY REVIEWS OF BIOPHYSICS,5.545,Q1
SURVEYS IN GEOPHYSICS,5.544,Q1
Acta Physiologica,5.542,Q1
Virulence,5.542,Q1 Q1Q1Q1
AUTOMATICA,5.541,Q1 Q1Q1
Scientific Data,5.541,Q1
CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,5.541,Q1
NEURAL NETWORKS,5.535,Q1 Q1Q1
Implementation Science,5.531,Q1 Q1Q1
Pain and Therapy,5.526,Q1
OBSTETRICS AND GYNECOLOGY,5.524,Q1
BIOLOGY AND FERTILITY OF SOILS,5.521,Q1
BRITISH JOURNAL OF HAEMATOLOGY,5.518,Q1
CURRENT OPINION IN GENETICS & DEVELOPMENT,5.512,Q1 Q2Q1
JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,5.508,Q1
JOURNAL OF POLITICAL ECONOMY,5.504,Q1
Sustainable Energy & Fuels,5.503,Q1 Q2Q1Q1
Circulation-Cardiovascular Interventions,5.493,Q1
Journal of Ginseng Research,5.487,Q1 Q1Q1
Business Strategy and the Environment,5.483,Q1 Q1Q1Q1
PAIN,5.483,Q1 Q1Q1Q1
NanoImpact,5.478,Q1 Q1Q2
EXPERT OPINION ON THERAPEUTIC TARGETS,5.473,Q1
APPLIED SOFT COMPUTING,5.472,Q1 Q1Q1
Microbiology Spectrum,5.465,Q1
STRATEGIC MANAGEMENT JOURNAL,5.463,Q1 Q1Q1
EXPERT SYSTEMS WITH APPLICATIONS,5.452,Q1 Q1Q1Q1
WASTE MANAGEMENT,5.448,Q1 Q1Q1
IEEE Transactions on Transportation Electrification,5.444,Q1 Q1Q1
CANCER IMMUNOLOGY IMMUNOTHERAPY,5.442,Q1 Q1Q1
LANDSCAPE AND URBAN PLANNING,5.441,Q1 Q1Q1Q1Q1Q1Q1
Journal of Physiotherapy,5.44,Q1 Q1Q1
JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,5.439,Q1 Q1Q1Q1
Archives of Disease in Childhood-Fetal and Neonatal Edition,5.436,Q1
INTERNATIONAL SECURITY,5.432,Q1
Cancer Biology & Medicine,5.432,Q1 Q1Q1
EXPERIMENTAL AND MOLECULAR MEDICINE,5.418,Q1 Q1Q1
Clinical Psychological Science,5.415,Q1 Q1Q1
ATMOSPHERIC CHEMISTRY AND PHYSICS,5.414,Q1 Q1Q1
JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY,5.413,Q1
Annual Review of Cancer Biology-Series,5.413,Q1
Multiple Sclerosis Journal,5.412,Q1 Q1Q1
Translational Research,5.411,Q1 Q1Q1Q1
BIPOLAR DISORDERS,5.41,Q1 Q1Q1Q1
CONSERVATION BIOLOGY,5.405,Q1 Q1Q1Q1
Horticulture Research,5.404,Q1 Q1Q1Q1
Aging and Disease,5.402,Q1
IUCrJ,5.401,Q1 Q1Q1Q1
JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,5.399,Q1
Dialogues in Clinical Neuroscience,5.397,Q1
Environmental Sciences Europe,5.394,Q1
Digital Communications and Networks,5.382,Q1
Quantum,5.381,Q1 Q1Q1
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,5.379,Q1 Q1Q1Q1
